LocationXYZ,BlockType,Command,CommandOptions,RoomName,FeatureType
-2096 62 6,gravel,NA,NA,NA,obstruction
-2182 60 7,gravel,NA,NA,NA,obstruction
-2096 60 7,gravel,NA,NA,NA,obstruction
-2096 61 7,gravel,NA,NA,NA,obstruction
-2171 60 8,gravel,NA,NA,NA,obstruction
-2171 61 8,gravel,NA,NA,NA,obstruction
-2171 62 8,gravel,NA,NA,NA,obstruction
-2159 60 8,block_victim_proximity,NA,NA,NA,victim
-2096 60 8,gravel,NA,NA,NA,obstruction
-2096 61 8,gravel,NA,NA,NA,obstruction
-2096 62 8,gravel,NA,NA,NA,obstruction
-2166 60 9,gravel,NA,NA,NA,obstruction
-2166 61 9,gravel,NA,NA,NA,obstruction
-2166 62 9,gravel,NA,NA,NA,obstruction
-2096 60 9,gravel,NA,NA,NA,obstruction
-2096 61 9,gravel,NA,NA,NA,obstruction
-2180 60 10,gravel,NA,NA,NA,obstruction
-2180 61 10,gravel,NA,NA,NA,obstruction
-2180 62 10,gravel,NA,NA,NA,obstruction
-2179 60 10,gravel,NA,NA,NA,obstruction
-2179 61 10,gravel,NA,NA,NA,obstruction
-2178 60 10,gravel,NA,NA,NA,obstruction
-2178 61 10,gravel,NA,NA,NA,obstruction
-2178 62 10,gravel,NA,NA,NA,obstruction
-2177 60 10,gravel,NA,NA,NA,obstruction
-2177 61 10,gravel,NA,NA,NA,obstruction
-2176 60 10,gravel,NA,NA,NA,obstruction
-2176 61 10,gravel,NA,NA,NA,obstruction
-2176 62 10,gravel,NA,NA,NA,obstruction
-2163 60 10,gravel,NA,NA,NA,obstruction
-2163 61 10,gravel,NA,NA,NA,obstruction
-2163 62 10,gravel,NA,NA,NA,obstruction
-2153 60 10,gravel,NA,NA,NA,obstruction
-2153 61 10,gravel,NA,NA,NA,obstruction
-2153 62 10,gravel,NA,NA,NA,obstruction
-2163 60 11,gravel,NA,NA,NA,obstruction
-2163 61 11,gravel,NA,NA,NA,obstruction
-2131 60 11,gravel,NA,NA,NA,obstruction
-2131 61 11,gravel,NA,NA,NA,obstruction
-2131 62 11,gravel,NA,NA,NA,obstruction
-2128 60 11,gravel,NA,NA,NA,obstruction
-2128 61 11,gravel,NA,NA,NA,obstruction
-2128 62 11,gravel,NA,NA,NA,obstruction
-2127 60 11,gravel,NA,NA,NA,obstruction
-2127 61 11,gravel,NA,NA,NA,obstruction
-2126 60 11,gravel,NA,NA,NA,obstruction
-2126 61 11,gravel,NA,NA,NA,obstruction
-2126 62 11,gravel,NA,NA,NA,obstruction
-2125 60 11,gravel,NA,NA,NA,obstruction
-2125 61 11,gravel,NA,NA,NA,obstruction
-2124 60 11,gravel,NA,NA,NA,obstruction
-2124 61 11,gravel,NA,NA,NA,obstruction
-2108 60 11,gravel,NA,NA,NA,obstruction
-2108 61 11,gravel,NA,NA,NA,obstruction
-2097 60 11,gravel,NA,NA,NA,obstruction
-2097 61 11,gravel,NA,NA,NA,obstruction
-2097 62 11,gravel,NA,NA,NA,obstruction
-2096 60 11,block_victim_1,NA,NA,NA,victim
-2092 60 11,block_victim_1,NA,NA,NA,victim
-2223 59 12,block_rubble_collapse,NA,-2216 60 12 -2116 61 13,NA,collapse threat
-2157 60 12,gravel,NA,NA,NA,obstruction
-2156 60 12,gravel,NA,NA,NA,obstruction
-2155 60 12,gravel,NA,NA,NA,obstruction
-2132 60 12,block_victim_1,NA,NA,NA,victim
-2131 60 12,gravel,NA,NA,NA,obstruction
-2131 61 12,gravel,NA,NA,NA,obstruction
-2112 60 12,block_victim_proximity,NA,NA,NA,victim
-2108 60 12,gravel,NA,NA,NA,obstruction
-2108 61 12,gravel,NA,NA,NA,obstruction
-2108 62 12,gravel,NA,NA,NA,obstruction
-2097 60 12,gravel,NA,NA,NA,obstruction
-2097 61 12,gravel,NA,NA,NA,obstruction
-2224 60 13,gravel,NA,NA,NA,obstruction
-2224 61 13,gravel,NA,NA,NA,obstruction
-2224 62 13,gravel,NA,NA,NA,obstruction
-2223 60 13,gravel,NA,NA,NA,obstruction
-2223 61 13,gravel,NA,NA,NA,obstruction
-2223 62 13,gravel,NA,NA,NA,obstruction
-2222 60 13,gravel,NA,NA,NA,obstruction
-2222 61 13,gravel,NA,NA,NA,obstruction
-2222 62 13,gravel,NA,NA,NA,obstruction
-2221 60 13,gravel,NA,NA,NA,obstruction
-2221 61 13,gravel,NA,NA,NA,obstruction
-2220 60 13,gravel,NA,NA,NA,obstruction
-2220 61 13,gravel,NA,NA,NA,obstruction
-2220 62 13,gravel,NA,NA,NA,obstruction
-2219 60 13,gravel,NA,NA,NA,obstruction
-2219 61 13,gravel,NA,NA,NA,obstruction
-2219 62 13,gravel,NA,NA,NA,obstruction
-2207 60 13,gravel,NA,NA,NA,obstruction
-2207 61 13,gravel,NA,NA,NA,obstruction
-2207 62 13,gravel,NA,NA,NA,obstruction
-2202 60 13,gravel,NA,NA,NA,obstruction
-2202 61 13,gravel,NA,NA,NA,obstruction
-2202 62 13,gravel,NA,NA,NA,obstruction
-2201 60 13,gravel,NA,NA,NA,obstruction
-2201 61 13,gravel,NA,NA,NA,obstruction
-2200 60 13,gravel,NA,NA,NA,obstruction
-2200 61 13,gravel,NA,NA,NA,obstruction
-2200 62 13,gravel,NA,NA,NA,obstruction
-2131 60 13,gravel,NA,NA,NA,obstruction
-2131 61 13,gravel,NA,NA,NA,obstruction
-2131 62 13,gravel,NA,NA,NA,obstruction
-2109 60 13,block_victim_1,NA,NA,NA,victim
-2108 60 13,gravel,NA,NA,NA,obstruction
-2108 61 13,gravel,NA,NA,NA,obstruction
-2097 60 13,gravel,NA,NA,NA,obstruction
-2097 61 13,gravel,NA,NA,NA,obstruction
-2097 62 13,gravel,NA,NA,NA,obstruction
-2207 60 14,gravel,NA,NA,NA,obstruction
-2207 61 14,gravel,NA,NA,NA,obstruction
-2182 60 14,block_victim_1,NA,NA,NA,victim
-2179 60 14,block_victim_1,NA,NA,NA,victim
-2178 60 14,gravel,NA,NA,NA,obstruction
-2178 61 14,gravel,NA,NA,NA,obstruction
-2131 60 14,gravel,NA,NA,NA,obstruction
-2131 61 14,gravel,NA,NA,NA,obstruction
-2108 60 14,gravel,NA,NA,NA,obstruction
-2108 61 14,gravel,NA,NA,NA,obstruction
-2108 62 14,gravel,NA,NA,NA,obstruction
-2097 60 14,gravel,NA,NA,NA,obstruction
-2094 60 14,block_victim_1,NA,NA,NA,victim
-2207 60 15,gravel,NA,NA,NA,obstruction
-2207 61 15,gravel,NA,NA,NA,obstruction
-2207 62 15,gravel,NA,NA,NA,obstruction
-2182 60 15,gravel,NA,NA,NA,obstruction
-2182 61 15,gravel,NA,NA,NA,obstruction
-2182 62 15,gravel,NA,NA,NA,obstruction
-2181 60 15,gravel,NA,NA,NA,obstruction
-2181 61 15,gravel,NA,NA,NA,obstruction
-2180 60 15,gravel,NA,NA,NA,obstruction
-2180 61 15,gravel,NA,NA,NA,obstruction
-2180 62 15,gravel,NA,NA,NA,obstruction
-2179 60 15,gravel,NA,NA,NA,obstruction
-2179 61 15,gravel,NA,NA,NA,obstruction
-2178 60 15,gravel,NA,NA,NA,obstruction
-2178 61 15,gravel,NA,NA,NA,obstruction
-2178 62 15,gravel,NA,NA,NA,obstruction
-2162 60 15,gravel,NA,NA,NA,obstruction
-2162 61 15,gravel,NA,NA,NA,obstruction
-2162 62 15,gravel,NA,NA,NA,obstruction
-2131 60 15,gravel,NA,NA,NA,obstruction
-2131 61 15,gravel,NA,NA,NA,obstruction
-2131 62 15,gravel,NA,NA,NA,obstruction
-2130 59 15,block_rubble_collapse,NA,-2123 60 18 -2123 61 18,NA,collapse threat
-2115 60 15,gravel,NA,NA,NA,obstruction
-2115 61 15,gravel,NA,NA,NA,obstruction
-2115 62 15,gravel,NA,NA,NA,obstruction
-2114 60 15,gravel,NA,NA,NA,obstruction
-2114 61 15,gravel,NA,NA,NA,obstruction
-2113 60 15,gravel,NA,NA,NA,obstruction
-2113 61 15,gravel,NA,NA,NA,obstruction
-2113 62 15,gravel,NA,NA,NA,obstruction
-2112 60 15,gravel,NA,NA,NA,obstruction
-2112 61 15,gravel,NA,NA,NA,obstruction
-2111 60 15,gravel,NA,NA,NA,obstruction
-2108 60 15,gravel,NA,NA,NA,obstruction
-2108 61 15,gravel,NA,NA,NA,obstruction
-2097 60 15,gravel,NA,NA,NA,obstruction
-2097 61 15,gravel,NA,NA,NA,obstruction
-2097 62 15,gravel,NA,NA,NA,obstruction
-2094 60 15,gravel,NA,NA,NA,obstruction
-2094 61 15,gravel,NA,NA,NA,obstruction
-2094 62 15,gravel,NA,NA,NA,obstruction
-2093 60 15,gravel,NA,NA,NA,obstruction
-2093 61 15,gravel,NA,NA,NA,obstruction
-2092 60 15,gravel,NA,NA,NA,obstruction
-2092 61 15,gravel,NA,NA,NA,obstruction
-2092 62 15,gravel,NA,NA,NA,obstruction
-2207 60 16,gravel,NA,NA,NA,obstruction
-2207 61 16,gravel,NA,NA,NA,obstruction
-2168 60 16,gravel,NA,NA,NA,obstruction
-2168 61 16,gravel,NA,NA,NA,obstruction
-2168 62 16,gravel,NA,NA,NA,obstruction
-2131 60 16,gravel,NA,NA,NA,obstruction
-2131 61 16,gravel,NA,NA,NA,obstruction
-2108 60 16,gravel,NA,NA,NA,obstruction
-2108 61 16,gravel,NA,NA,NA,obstruction
-2108 62 16,gravel,NA,NA,NA,obstruction
-2106 59 16,block_rubble_collapse,NA,-2104 60 16 -2104 61 16,NA,collapse threat
-2097 60 16,gravel,NA,NA,NA,obstruction
-2097 61 16,gravel,NA,NA,NA,obstruction
-2094 60 16,gravel,NA,NA,NA,obstruction
-2094 61 16,gravel,NA,NA,NA,obstruction
-2224 60 17,gravel,NA,NA,NA,obstruction
-2224 61 17,gravel,NA,NA,NA,obstruction
-2223 60 17,gravel,NA,NA,NA,obstruction
-2223 61 17,gravel,NA,NA,NA,obstruction
-2223 62 17,gravel,NA,NA,NA,obstruction
-2222 60 17,gravel,NA,NA,NA,obstruction
-2222 61 17,gravel,NA,NA,NA,obstruction
-2221 60 17,gravel,NA,NA,NA,obstruction
-2221 61 17,gravel,NA,NA,NA,obstruction
-2221 62 17,gravel,NA,NA,NA,obstruction
-2220 60 17,gravel,NA,NA,NA,obstruction
-2220 61 17,gravel,NA,NA,NA,obstruction
-2219 60 17,gravel,NA,NA,NA,obstruction
-2219 61 17,gravel,NA,NA,NA,obstruction
-2219 62 17,gravel,NA,NA,NA,obstruction
-2207 60 17,gravel,NA,NA,NA,obstruction
-2207 61 17,gravel,NA,NA,NA,obstruction
-2207 62 17,gravel,NA,NA,NA,obstruction
-2196 60 17,gravel,NA,NA,NA,obstruction
-2196 61 17,gravel,NA,NA,NA,obstruction
-2195 60 17,gravel,NA,NA,NA,obstruction
-2195 61 17,gravel,NA,NA,NA,obstruction
-2195 62 17,gravel,NA,NA,NA,obstruction
-2194 60 17,gravel,NA,NA,NA,obstruction
-2194 61 17,gravel,NA,NA,NA,obstruction
-2193 60 17,gravel,NA,NA,NA,obstruction
-2193 61 17,gravel,NA,NA,NA,obstruction
-2193 62 17,gravel,NA,NA,NA,obstruction
-2192 60 17,gravel,NA,NA,NA,obstruction
-2192 61 17,gravel,NA,NA,NA,obstruction
-2157 60 17,gravel,NA,NA,NA,obstruction
-2156 60 17,gravel,NA,NA,NA,obstruction
-2155 60 17,gravel,NA,NA,NA,obstruction
-2131 60 17,gravel,NA,NA,NA,obstruction
-2131 61 17,gravel,NA,NA,NA,obstruction
-2131 62 17,gravel,NA,NA,NA,obstruction
-2108 60 17,gravel,NA,NA,NA,obstruction
-2108 61 17,gravel,NA,NA,NA,obstruction
-2097 60 17,gravel,NA,NA,NA,obstruction
-2097 61 17,gravel,NA,NA,NA,obstruction
-2097 62 17,gravel,NA,NA,NA,obstruction
-2094 60 17,gravel,NA,NA,NA,obstruction
-2094 61 17,gravel,NA,NA,NA,obstruction
-2094 62 17,gravel,NA,NA,NA,obstruction
-2093 60 17,block_victim_1,NA,NA,NA,victim
-2219 60 18,gravel,NA,NA,NA,obstruction
-2219 61 18,gravel,NA,NA,NA,obstruction
-2207 60 18,gravel,NA,NA,NA,obstruction
-2207 61 18,gravel,NA,NA,NA,obstruction
-2196 60 18,gravel,NA,NA,NA,obstruction
-2196 61 18,gravel,NA,NA,NA,obstruction
-2196 62 18,gravel,NA,NA,NA,obstruction
-2131 60 18,gravel,NA,NA,NA,obstruction
-2131 61 18,gravel,NA,NA,NA,obstruction
-2108 60 18,gravel,NA,NA,NA,obstruction
-2108 61 18,gravel,NA,NA,NA,obstruction
-2108 62 18,gravel,NA,NA,NA,obstruction
-2097 60 18,gravel,NA,NA,NA,obstruction
-2097 61 18,gravel,NA,NA,NA,obstruction
-2095 60 18,block_victim_1,NA,NA,NA,victim
-2094 60 18,gravel,NA,NA,NA,obstruction
-2094 61 18,gravel,NA,NA,NA,obstruction
-2219 60 19,gravel,NA,NA,NA,obstruction
-2219 61 19,gravel,NA,NA,NA,obstruction
-2219 62 19,gravel,NA,NA,NA,obstruction
-2207 60 19,gravel,NA,NA,NA,obstruction
-2207 61 19,gravel,NA,NA,NA,obstruction
-2207 62 19,gravel,NA,NA,NA,obstruction
-2196 60 19,gravel,NA,NA,NA,obstruction
-2196 61 19,gravel,NA,NA,NA,obstruction
-2180 59 19,block_rubble_collapse,NA,-2185 60 47 -2185 61 47,NA,collapse threat
-2168 60 19,gravel,NA,NA,NA,obstruction
-2168 61 19,gravel,NA,NA,NA,obstruction
-2168 62 19,gravel,NA,NA,NA,obstruction
-2133 60 19,block_victim_1,NA,NA,NA,victim
-2131 60 19,gravel,NA,NA,NA,obstruction
-2131 61 19,gravel,NA,NA,NA,obstruction
-2131 62 19,gravel,NA,NA,NA,obstruction
-2130 60 19,gravel,NA,NA,NA,obstruction
-2130 61 19,gravel,NA,NA,NA,obstruction
-2108 60 19,gravel,NA,NA,NA,obstruction
-2108 61 19,gravel,NA,NA,NA,obstruction
-2219 60 20,gravel,NA,NA,NA,obstruction
-2219 61 20,gravel,NA,NA,NA,obstruction
-2207 60 20,gravel,NA,NA,NA,obstruction
-2207 61 20,gravel,NA,NA,NA,obstruction
-2196 60 20,gravel,NA,NA,NA,obstruction
-2196 61 20,gravel,NA,NA,NA,obstruction
-2196 62 20,gravel,NA,NA,NA,obstruction
-2109 60 20,block_victim_1,NA,NA,NA,victim
-2108 60 20,gravel,NA,NA,NA,obstruction
-2108 61 20,gravel,NA,NA,NA,obstruction
-2108 62 20,gravel,NA,NA,NA,obstruction
-2094 60 20,gravel,NA,NA,NA,obstruction
-2094 61 20,gravel,NA,NA,NA,obstruction
-2223 60 21,block_victim_1,NA,NA,NA,victim
-2220 60 21,block_victim_1,NA,NA,NA,victim
-2219 60 21,gravel,NA,NA,NA,obstruction
-2219 61 21,gravel,NA,NA,NA,obstruction
-2219 62 21,gravel,NA,NA,NA,obstruction
-2207 60 21,gravel,NA,NA,NA,obstruction
-2207 61 21,gravel,NA,NA,NA,obstruction
-2207 62 21,gravel,NA,NA,NA,obstruction
-2196 60 21,gravel,NA,NA,NA,obstruction
-2196 61 21,gravel,NA,NA,NA,obstruction
-2094 60 21,gravel,NA,NA,NA,obstruction
-2094 61 21,gravel,NA,NA,NA,obstruction
-2094 62 21,gravel,NA,NA,NA,obstruction
-2219 60 22,gravel,NA,NA,NA,obstruction
-2219 61 22,gravel,NA,NA,NA,obstruction
-2131 60 22,gravel,NA,NA,NA,obstruction
-2131 61 22,gravel,NA,NA,NA,obstruction
-2131 62 22,gravel,NA,NA,NA,obstruction
-2108 60 22,gravel,NA,NA,NA,obstruction
-2108 61 22,gravel,NA,NA,NA,obstruction
-2108 62 22,gravel,NA,NA,NA,obstruction
-2097 60 22,block_victim_proximity,NA,NA,NA,victim
-2094 60 22,gravel,NA,NA,NA,obstruction
-2094 61 22,gravel,NA,NA,NA,obstruction
-2224 60 23,block_victim_1,NA,NA,NA,victim
-2219 60 23,gravel,NA,NA,NA,obstruction
-2219 61 23,gravel,NA,NA,NA,obstruction
-2219 62 23,gravel,NA,NA,NA,obstruction
-2154 60 23,block_victim_1,NA,NA,NA,victim
-2131 60 23,gravel,NA,NA,NA,obstruction
-2131 61 23,gravel,NA,NA,NA,obstruction
-2113 60 23,gravel,NA,NA,NA,obstruction
-2113 61 23,gravel,NA,NA,NA,obstruction
-2113 62 23,gravel,NA,NA,NA,obstruction
-2108 60 23,gravel,NA,NA,NA,obstruction
-2108 61 23,gravel,NA,NA,NA,obstruction
-2094 60 23,gravel,NA,NA,NA,obstruction
-2094 61 23,gravel,NA,NA,NA,obstruction
-2094 62 23,gravel,NA,NA,NA,obstruction
-2222 60 24,block_victim_1,NA,NA,NA,victim
-2220 60 24,block_victim_1,NA,NA,NA,victim
-2219 60 24,gravel,NA,NA,NA,obstruction
-2219 61 24,gravel,NA,NA,NA,obstruction
-2162 60 24,gravel,NA,NA,NA,obstruction
-2162 61 24,gravel,NA,NA,NA,obstruction
-2162 62 24,gravel,NA,NA,NA,obstruction
-2131 60 24,gravel,NA,NA,NA,obstruction
-2131 61 24,gravel,NA,NA,NA,obstruction
-2131 62 24,gravel,NA,NA,NA,obstruction
-2113 60 24,gravel,NA,NA,NA,obstruction
-2113 61 24,gravel,NA,NA,NA,obstruction
-2108 60 24,gravel,NA,NA,NA,obstruction
-2108 61 24,gravel,NA,NA,NA,obstruction
-2108 62 24,gravel,NA,NA,NA,obstruction
-2094 60 24,gravel,NA,NA,NA,obstruction
-2094 61 24,gravel,NA,NA,NA,obstruction
-2219 60 25,gravel,NA,NA,NA,obstruction
-2219 61 25,gravel,NA,NA,NA,obstruction
-2219 62 25,gravel,NA,NA,NA,obstruction
-2167 60 25,gravel,NA,NA,NA,obstruction
-2167 61 25,gravel,NA,NA,NA,obstruction
-2167 62 25,gravel,NA,NA,NA,obstruction
-2131 60 25,gravel,NA,NA,NA,obstruction
-2131 61 25,gravel,NA,NA,NA,obstruction
-2113 60 25,gravel,NA,NA,NA,obstruction
-2113 61 25,gravel,NA,NA,NA,obstruction
-2113 62 25,gravel,NA,NA,NA,obstruction
-2108 60 25,gravel,NA,NA,NA,obstruction
-2108 61 25,gravel,NA,NA,NA,obstruction
-2094 60 25,gravel,NA,NA,NA,obstruction
-2094 61 25,gravel,NA,NA,NA,obstruction
-2094 62 25,gravel,NA,NA,NA,obstruction
-2219 60 26,gravel,NA,NA,NA,obstruction
-2219 61 26,gravel,NA,NA,NA,obstruction
-2184 60 26,gravel,NA,NA,NA,obstruction
-2184 61 26,gravel,NA,NA,NA,obstruction
-2184 62 26,gravel,NA,NA,NA,obstruction
-2157 60 26,gravel,NA,NA,NA,obstruction
-2156 60 26,gravel,NA,NA,NA,obstruction
-2155 60 26,gravel,NA,NA,NA,obstruction
-2131 60 26,gravel,NA,NA,NA,obstruction
-2131 61 26,gravel,NA,NA,NA,obstruction
-2131 62 26,gravel,NA,NA,NA,obstruction
-2113 60 26,gravel,NA,NA,NA,obstruction
-2113 61 26,gravel,NA,NA,NA,obstruction
-2108 60 26,gravel,NA,NA,NA,obstruction
-2108 61 26,gravel,NA,NA,NA,obstruction
-2108 62 26,gravel,NA,NA,NA,obstruction
-2094 60 26,gravel,NA,NA,NA,obstruction
-2094 61 26,gravel,NA,NA,NA,obstruction
-2219 60 27,gravel,NA,NA,NA,obstruction
-2219 61 27,gravel,NA,NA,NA,obstruction
-2219 62 27,gravel,NA,NA,NA,obstruction
-2131 60 27,gravel,NA,NA,NA,obstruction
-2131 61 27,gravel,NA,NA,NA,obstruction
-2113 60 27,gravel,NA,NA,NA,obstruction
-2113 61 27,gravel,NA,NA,NA,obstruction
-2113 62 27,gravel,NA,NA,NA,obstruction
-2108 60 27,gravel,NA,NA,NA,obstruction
-2108 61 27,gravel,NA,NA,NA,obstruction
-2094 60 27,gravel,NA,NA,NA,obstruction
-2224 60 28,gravel,NA,NA,NA,obstruction
-2223 60 28,gravel,NA,NA,NA,obstruction
-2223 61 28,gravel,NA,NA,NA,obstruction
-2222 60 28,gravel,NA,NA,NA,obstruction
-2222 61 28,gravel,NA,NA,NA,obstruction
-2222 62 28,gravel,NA,NA,NA,obstruction
-2221 60 28,gravel,NA,NA,NA,obstruction
-2221 61 28,gravel,NA,NA,NA,obstruction
-2220 60 28,gravel,NA,NA,NA,obstruction
-2220 61 28,gravel,NA,NA,NA,obstruction
-2220 62 28,gravel,NA,NA,NA,obstruction
-2219 60 28,gravel,NA,NA,NA,obstruction
-2219 61 28,gravel,NA,NA,NA,obstruction
-2203 60 28,gravel,NA,NA,NA,obstruction
-2203 61 28,gravel,NA,NA,NA,obstruction
-2202 60 28,gravel,NA,NA,NA,obstruction
-2202 61 28,gravel,NA,NA,NA,obstruction
-2202 62 28,gravel,NA,NA,NA,obstruction
-2169 60 28,block_victim_proximity,NA,NA,NA,victim
-2131 60 28,gravel,NA,NA,NA,obstruction
-2131 61 28,gravel,NA,NA,NA,obstruction
-2131 62 28,gravel,NA,NA,NA,obstruction
-2113 60 28,gravel,NA,NA,NA,obstruction
-2113 61 28,gravel,NA,NA,NA,obstruction
-2108 60 28,gravel,NA,NA,NA,obstruction
-2108 61 28,gravel,NA,NA,NA,obstruction
-2108 62 28,gravel,NA,NA,NA,obstruction
-2199 60 29,gravel,NA,NA,NA,obstruction
-2199 61 29,gravel,NA,NA,NA,obstruction
-2198 60 29,gravel,NA,NA,NA,obstruction
-2198 61 29,gravel,NA,NA,NA,obstruction
-2198 62 29,gravel,NA,NA,NA,obstruction
-2162 60 29,gravel,NA,NA,NA,obstruction
-2162 61 29,gravel,NA,NA,NA,obstruction
-2162 62 29,gravel,NA,NA,NA,obstruction
-2131 60 29,gravel,NA,NA,NA,obstruction
-2131 61 29,gravel,NA,NA,NA,obstruction
-2113 60 29,gravel,NA,NA,NA,obstruction
-2113 61 29,gravel,NA,NA,NA,obstruction
-2113 62 29,gravel,NA,NA,NA,obstruction
-2108 60 29,gravel,NA,NA,NA,obstruction
-2108 61 29,gravel,NA,NA,NA,obstruction
-2097 60 29,gravel,NA,NA,NA,obstruction
-2097 61 29,gravel,NA,NA,NA,obstruction
-2097 62 29,gravel,NA,NA,NA,obstruction
-2168 60 30,gravel,NA,NA,NA,obstruction
-2168 61 30,gravel,NA,NA,NA,obstruction
-2168 62 30,gravel,NA,NA,NA,obstruction
-2131 60 30,gravel,NA,NA,NA,obstruction
-2131 61 30,gravel,NA,NA,NA,obstruction
-2131 62 30,gravel,NA,NA,NA,obstruction
-2113 60 30,gravel,NA,NA,NA,obstruction
-2113 61 30,gravel,NA,NA,NA,obstruction
-2108 60 30,gravel,NA,NA,NA,obstruction
-2108 61 30,gravel,NA,NA,NA,obstruction
-2108 62 30,gravel,NA,NA,NA,obstruction
-2097 60 30,gravel,NA,NA,NA,obstruction
-2097 61 30,gravel,NA,NA,NA,obstruction
-2095 60 30,gravel,NA,NA,NA,obstruction
-2095 61 30,gravel,NA,NA,NA,obstruction
-2193 60 31,gravel,NA,NA,NA,obstruction
-2193 61 31,gravel,NA,NA,NA,obstruction
-2180 60 31,gravel,NA,NA,NA,obstruction
-2180 61 31,gravel,NA,NA,NA,obstruction
-2179 60 31,gravel,NA,NA,NA,obstruction
-2179 61 31,gravel,NA,NA,NA,obstruction
-2179 62 31,gravel,NA,NA,NA,obstruction
-2178 60 31,gravel,NA,NA,NA,obstruction
-2178 61 31,gravel,NA,NA,NA,obstruction
-2177 60 31,gravel,NA,NA,NA,obstruction
-2177 61 31,gravel,NA,NA,NA,obstruction
-2177 62 31,gravel,NA,NA,NA,obstruction
-2176 60 31,gravel,NA,NA,NA,obstruction
-2176 61 31,gravel,NA,NA,NA,obstruction
-2168 60 31,gravel,NA,NA,NA,obstruction
-2168 61 31,gravel,NA,NA,NA,obstruction
-2131 60 31,gravel,NA,NA,NA,obstruction
-2131 61 31,gravel,NA,NA,NA,obstruction
-2113 60 31,gravel,NA,NA,NA,obstruction
-2113 61 31,gravel,NA,NA,NA,obstruction
