LocationXYZ,BlockType,Command,CommandOptions,RoomName,FeatureType
-2196 61 15,gravel,NA,NA,NA,obstruction
-2196 62 15,gravel,NA,NA,NA,obstruction
-2182 60 15,gravel,NA,NA,NA,obstruction
-2182 61 15,gravel,NA,NA,NA,obstruction
-2181 60 15,gravel,NA,NA,NA,obstruction
-2181 61 15,gravel,NA,NA,NA,obstruction
-2181 62 15,gravel,NA,NA,NA,obstruction
-2180 60 15,gravel,NA,NA,NA,obstruction
-2180 61 15,gravel,NA,NA,NA,obstruction
-2179 60 15,gravel,NA,NA,NA,obstruction
-2179 61 15,gravel,NA,NA,NA,obstruction
-2179 62 15,gravel,NA,NA,NA,obstruction
-2178 60 15,gravel,NA,NA,NA,obstruction
-2178 61 15,gravel,NA,NA,NA,obstruction
-2177 60 15,gravel,NA,NA,NA,obstruction
-2177 61 15,gravel,NA,NA,NA,obstruction
-2177 62 15,gravel,NA,NA,NA,obstruction
-2176 60 15,gravel,NA,NA,NA,obstruction
-2176 61 15,gravel,NA,NA,NA,obstruction
-2163 60 15,gravel,NA,NA,NA,obstruction
-2163 61 15,gravel,NA,NA,NA,obstruction
-2163 62 15,gravel,NA,NA,NA,obstruction
-2133 60 15,block_victim_1,NA,NA,NA,victim
-2132 60 15,gravel,NA,NA,NA,obstruction
-2132 61 15,gravel,NA,NA,NA,obstruction
-2132 62 15,gravel,NA,NA,NA,obstruction
-2130 59 15,block_rubble_collapse,NA,-2123 60 18 -2123 61 18,NA,collapse threat
-2113 60 15,gravel,NA,NA,NA,obstruction
-2113 61 15,gravel,NA,NA,NA,obstruction
-2113 62 15,gravel,NA,NA,NA,obstruction
-2099 59 15,block_rubble_collapse,NA,-2100 60 15 -2100 61 15,NA,collapse threat
-2208 60 16,gravel,NA,NA,NA,obstruction
-2208 61 16,gravel,NA,NA,NA,obstruction
-2205 60 16,gravel,NA,NA,NA,obstruction
-2205 61 16,gravel,NA,NA,NA,obstruction
-2205 62 16,gravel,NA,NA,NA,obstruction
-2196 60 16,gravel,NA,NA,NA,obstruction
-2196 61 16,gravel,NA,NA,NA,obstruction
-2168 60 16,gravel,NA,NA,NA,obstruction
-2168 61 16,gravel,NA,NA,NA,obstruction
-2168 62 16,gravel,NA,NA,NA,obstruction
-2154 60 16,gravel,NA,NA,NA,obstruction
-2154 61 16,gravel,NA,NA,NA,obstruction
-2154 62 16,gravel,NA,NA,NA,obstruction
-2132 60 16,gravel,NA,NA,NA,obstruction
-2132 61 16,gravel,NA,NA,NA,obstruction
-2127 60 16,gravel,NA,NA,NA,obstruction
-2127 61 16,gravel,NA,NA,NA,obstruction
-2127 62 16,gravel,NA,NA,NA,obstruction
-2126 60 16,gravel,NA,NA,NA,obstruction
-2126 61 16,gravel,NA,NA,NA,obstruction
-2126 62 16,gravel,NA,NA,NA,obstruction
-2113 60 16,gravel,NA,NA,NA,obstruction
-2113 61 16,gravel,NA,NA,NA,obstruction
-2106 59 16,block_rubble_collapse,NA,-2104 60 16 -2104 61 16,NA,collapse threat
-2219 60 17,gravel,NA,NA,NA,obstruction
-2219 61 17,gravel,NA,NA,NA,obstruction
-2218 60 17,gravel,NA,NA,NA,obstruction
-2218 61 17,gravel,NA,NA,NA,obstruction
-2218 62 17,gravel,NA,NA,NA,obstruction
-2217 60 17,gravel,NA,NA,NA,obstruction
-2217 61 17,gravel,NA,NA,NA,obstruction
-2207 60 17,gravel,NA,NA,NA,obstruction
-2205 60 17,gravel,NA,NA,NA,obstruction
-2205 61 17,gravel,NA,NA,NA,obstruction
-2196 60 17,gravel,NA,NA,NA,obstruction
-2196 61 17,gravel,NA,NA,NA,obstruction
-2196 62 17,gravel,NA,NA,NA,obstruction
-2157 60 17,gravel,NA,NA,NA,obstruction
-2156 60 17,gravel,NA,NA,NA,obstruction
-2155 60 17,gravel,NA,NA,NA,obstruction
-2132 60 17,gravel,NA,NA,NA,obstruction
-2132 61 17,gravel,NA,NA,NA,obstruction
-2132 62 17,gravel,NA,NA,NA,obstruction
-2126 60 17,gravel,NA,NA,NA,obstruction
-2126 61 17,gravel,NA,NA,NA,obstruction
-2126 62 17,gravel,NA,NA,NA,obstruction
-2113 60 17,gravel,NA,NA,NA,obstruction
-2113 61 17,gravel,NA,NA,NA,obstruction
-2113 62 17,gravel,NA,NA,NA,obstruction
-2219 60 18,gravel,NA,NA,NA,obstruction
-2219 61 18,gravel,NA,NA,NA,obstruction
-2219 62 18,gravel,NA,NA,NA,obstruction
-2217 60 18,block_victim_proximity,NA,NA,NA,victim
-2207 60 18,gravel,NA,NA,NA,obstruction
-2205 60 18,gravel,NA,NA,NA,obstruction
-2205 61 18,gravel,NA,NA,NA,obstruction
-2205 62 18,gravel,NA,NA,NA,obstruction
-2196 60 18,gravel,NA,NA,NA,obstruction
-2196 61 18,gravel,NA,NA,NA,obstruction
-2180 60 18,gravel,NA,NA,NA,obstruction
-2180 61 18,gravel,NA,NA,NA,obstruction
-2180 62 18,gravel,NA,NA,NA,obstruction
-2179 59 18,block_rubble_collapse,NA,-2185 60 19 -2185 61 19,NA,collapse threat
-2133 60 18,gravel,NA,NA,NA,obstruction
-2133 61 18,gravel,NA,NA,NA,obstruction
-2133 62 18,gravel,NA,NA,NA,obstruction
-2132 60 18,gravel,NA,NA,NA,obstruction
-2132 61 18,gravel,NA,NA,NA,obstruction
-2126 60 18,gravel,NA,NA,NA,obstruction
-2126 61 18,gravel,NA,NA,NA,obstruction
-2113 60 18,gravel,NA,NA,NA,obstruction
-2113 61 18,gravel,NA,NA,NA,obstruction
-2112 60 18,gravel,NA,NA,NA,obstruction
-2112 61 18,gravel,NA,NA,NA,obstruction
-2112 62 18,gravel,NA,NA,NA,obstruction
-2111 60 18,gravel,NA,NA,NA,obstruction
-2111 61 18,gravel,NA,NA,NA,obstruction
-2219 60 19,gravel,NA,NA,NA,obstruction
-2219 61 19,gravel,NA,NA,NA,obstruction
-2207 60 19,gravel,NA,NA,NA,obstruction
-2205 60 19,gravel,NA,NA,NA,obstruction
-2205 61 19,gravel,NA,NA,NA,obstruction
-2196 60 19,gravel,NA,NA,NA,obstruction
-2196 61 19,gravel,NA,NA,NA,obstruction
-2196 62 19,gravel,NA,NA,NA,obstruction
-2126 60 19,gravel,NA,NA,NA,obstruction
-2126 61 19,gravel,NA,NA,NA,obstruction
-2219 60 20,gravel,NA,NA,NA,obstruction
-2219 61 20,gravel,NA,NA,NA,obstruction
-2219 62 20,gravel,NA,NA,NA,obstruction
-2205 60 20,gravel,NA,NA,NA,obstruction
-2205 61 20,gravel,NA,NA,NA,obstruction
-2205 62 20,gravel,NA,NA,NA,obstruction
-2196 60 20,gravel,NA,NA,NA,obstruction
-2196 61 20,gravel,NA,NA,NA,obstruction
-2097 60 20,block_victim_proximity,NA,NA,NA,victim
-2219 60 21,gravel,NA,NA,NA,obstruction
-2219 61 21,gravel,NA,NA,NA,obstruction
-2218 60 21,gravel,NA,NA,NA,obstruction
-2218 61 21,gravel,NA,NA,NA,obstruction
-2218 62 21,gravel,NA,NA,NA,obstruction
-2217 60 21,gravel,NA,NA,NA,obstruction
-2205 60 21,gravel,NA,NA,NA,obstruction
-2205 61 21,gravel,NA,NA,NA,obstruction
-2196 60 21,gravel,NA,NA,NA,obstruction
-2196 61 21,gravel,NA,NA,NA,obstruction
-2196 62 21,gravel,NA,NA,NA,obstruction
-2182 60 22,gravel,NA,NA,NA,obstruction
-2182 61 22,gravel,NA,NA,NA,obstruction
-2182 62 22,gravel,NA,NA,NA,obstruction
-2181 60 22,gravel,NA,NA,NA,obstruction
-2181 61 22,gravel,NA,NA,NA,obstruction
-2180 60 22,gravel,NA,NA,NA,obstruction
-2180 61 22,gravel,NA,NA,NA,obstruction
-2180 62 22,gravel,NA,NA,NA,obstruction
-2179 60 22,gravel,NA,NA,NA,obstruction
-2179 61 22,gravel,NA,NA,NA,obstruction
-2131 60 22,gravel,NA,NA,NA,obstruction
-2131 61 22,gravel,NA,NA,NA,obstruction
-2131 62 22,gravel,NA,NA,NA,obstruction
-2107 60 22,gravel,NA,NA,NA,obstruction
-2107 61 22,gravel,NA,NA,NA,obstruction
-2182 60 23,gravel,NA,NA,NA,obstruction
-2182 61 23,gravel,NA,NA,NA,obstruction
-2131 60 23,gravel,NA,NA,NA,obstruction
-2131 61 23,gravel,NA,NA,NA,obstruction
-2125 60 23,gravel,NA,NA,NA,obstruction
-2125 61 23,gravel,NA,NA,NA,obstruction
-2124 60 23,gravel,NA,NA,NA,obstruction
-2124 61 23,gravel,NA,NA,NA,obstruction
-2114 60 23,gravel,NA,NA,NA,obstruction
-2114 61 23,gravel,NA,NA,NA,obstruction
-2114 62 23,gravel,NA,NA,NA,obstruction
-2113 60 23,block_victim_proximity,NA,NA,NA,victim
-2107 60 23,gravel,NA,NA,NA,obstruction
-2107 61 23,gravel,NA,NA,NA,obstruction
-2107 62 23,gravel,NA,NA,NA,obstruction
-2099 60 23,gravel,NA,NA,NA,obstruction
-2099 61 23,gravel,NA,NA,NA,obstruction
-2098 60 23,gravel,NA,NA,NA,obstruction
-2098 61 23,gravel,NA,NA,NA,obstruction
-2097 60 23,gravel,NA,NA,NA,obstruction
-2097 61 23,gravel,NA,NA,NA,obstruction
-2097 62 23,gravel,NA,NA,NA,obstruction
-2096 60 23,gravel,NA,NA,NA,obstruction
-2096 61 23,gravel,NA,NA,NA,obstruction
-2096 62 23,gravel,NA,NA,NA,obstruction
-2095 60 23,gravel,NA,NA,NA,obstruction
-2095 61 23,gravel,NA,NA,NA,obstruction
-2095 62 23,gravel,NA,NA,NA,obstruction
-2182 60 24,gravel,NA,NA,NA,obstruction
-2182 61 24,gravel,NA,NA,NA,obstruction
-2182 62 24,gravel,NA,NA,NA,obstruction
-2162 60 24,gravel,NA,NA,NA,obstruction
-2162 61 24,gravel,NA,NA,NA,obstruction
-2162 62 24,gravel,NA,NA,NA,obstruction
-2131 60 24,gravel,NA,NA,NA,obstruction
-2131 61 24,gravel,NA,NA,NA,obstruction
-2131 62 24,gravel,NA,NA,NA,obstruction
-2124 60 24,gravel,NA,NA,NA,obstruction
-2124 61 24,gravel,NA,NA,NA,obstruction
-2107 60 24,gravel,NA,NA,NA,obstruction
-2107 61 24,gravel,NA,NA,NA,obstruction
-2168 60 25,gravel,NA,NA,NA,obstruction
-2168 61 25,gravel,NA,NA,NA,obstruction
-2168 62 25,gravel,NA,NA,NA,obstruction
-2131 60 25,gravel,NA,NA,NA,obstruction
-2131 61 25,gravel,NA,NA,NA,obstruction
-2107 60 25,gravel,NA,NA,NA,obstruction
-2107 61 25,gravel,NA,NA,NA,obstruction
-2107 62 25,gravel,NA,NA,NA,obstruction
-2157 60 26,gravel,NA,NA,NA,obstruction
-2156 60 26,gravel,NA,NA,NA,obstruction
-2155 60 26,gravel,NA,NA,NA,obstruction
-2154 60 26,block_victim_1,NA,NA,NA,victim
-2131 60 26,gravel,NA,NA,NA,obstruction
-2131 61 26,gravel,NA,NA,NA,obstruction
-2131 62 26,gravel,NA,NA,NA,obstruction
-2115 60 26,gravel,NA,NA,NA,obstruction
-2115 61 26,gravel,NA,NA,NA,obstruction
-2115 62 26,gravel,NA,NA,NA,obstruction
-2114 60 26,gravel,NA,NA,NA,obstruction
-2114 61 26,gravel,NA,NA,NA,obstruction
-2113 60 26,gravel,NA,NA,NA,obstruction
-2113 61 26,gravel,NA,NA,NA,obstruction
-2113 62 26,gravel,NA,NA,NA,obstruction
-2112 60 26,gravel,NA,NA,NA,obstruction
-2112 61 26,gravel,NA,NA,NA,obstruction
-2111 60 26,gravel,NA,NA,NA,obstruction
-2107 60 26,gravel,NA,NA,NA,obstruction
-2107 61 26,gravel,NA,NA,NA,obstruction
-2131 60 27,gravel,NA,NA,NA,obstruction
-2131 61 27,gravel,NA,NA,NA,obstruction
-2107 60 27,gravel,NA,NA,NA,obstruction
-2107 61 27,gravel,NA,NA,NA,obstruction
-2107 62 27,gravel,NA,NA,NA,obstruction
-2222 60 28,gravel,NA,NA,NA,obstruction
-2222 61 28,gravel,NA,NA,NA,obstruction
-2222 62 28,gravel,NA,NA,NA,obstruction
-2199 60 28,gravel,NA,NA,NA,obstruction
-2199 61 28,gravel,NA,NA,NA,obstruction
-2199 62 28,gravel,NA,NA,NA,obstruction
-2184 60 28,gravel,NA,NA,NA,obstruction
-2184 61 28,gravel,NA,NA,NA,obstruction
-2184 62 28,gravel,NA,NA,NA,obstruction
-2169 60 28,block_victim_proximity,NA,NA,NA,victim
-2168 60 28,gravel,NA,NA,NA,obstruction
-2168 61 28,gravel,NA,NA,NA,obstruction
-2133 60 28,gravel,NA,NA,NA,obstruction
-2133 61 28,gravel,NA,NA,NA,obstruction
-2133 62 28,gravel,NA,NA,NA,obstruction
-2132 60 28,gravel,NA,NA,NA,obstruction
-2132 61 28,gravel,NA,NA,NA,obstruction
-2131 60 28,gravel,NA,NA,NA,obstruction
-2131 61 28,gravel,NA,NA,NA,obstruction
-2131 62 28,gravel,NA,NA,NA,obstruction
-2127 60 28,gravel,NA,NA,NA,obstruction
-2127 61 28,gravel,NA,NA,NA,obstruction
-2126 60 28,gravel,NA,NA,NA,obstruction
-2126 61 28,gravel,NA,NA,NA,obstruction
-2107 60 28,gravel,NA,NA,NA,obstruction
-2107 61 28,gravel,NA,NA,NA,obstruction
-2222 60 29,gravel,NA,NA,NA,obstruction
-2222 61 29,gravel,NA,NA,NA,obstruction
-2222 62 29,gravel,NA,NA,NA,obstruction
-2186 60 29,gravel,NA,NA,NA,obstruction
-2186 61 29,gravel,NA,NA,NA,obstruction
-2184 60 29,gravel,NA,NA,NA,obstruction
-2184 61 29,gravel,NA,NA,NA,obstruction
-2184 62 29,gravel,NA,NA,NA,obstruction
-2162 60 29,gravel,NA,NA,NA,obstruction
-2162 61 29,gravel,NA,NA,NA,obstruction
-2162 62 29,gravel,NA,NA,NA,obstruction
-2126 60 29,gravel,NA,NA,NA,obstruction
-2126 61 29,gravel,NA,NA,NA,obstruction
-2107 60 29,gravel,NA,NA,NA,obstruction
-2107 61 29,gravel,NA,NA,NA,obstruction
-2107 62 29,gravel,NA,NA,NA,obstruction
-2198 59 30,block_rubble_collapse,NA,-2199 60 27 -2199 61 27,NA,collapse threat
-2186 60 30,gravel,NA,NA,NA,obstruction
-2186 61 30,gravel,NA,NA,NA,obstruction
-2186 62 30,gravel,NA,NA,NA,obstruction
-2168 60 30,gravel,NA,NA,NA,obstruction
-2168 61 30,gravel,NA,NA,NA,obstruction
-2168 62 30,gravel,NA,NA,NA,obstruction
-2126 60 30,gravel,NA,NA,NA,obstruction
-2126 61 30,gravel,NA,NA,NA,obstruction
-2109 60 30,gravel,NA,NA,NA,obstruction
-2109 61 30,gravel,NA,NA,NA,obstruction
-2109 62 30,gravel,NA,NA,NA,obstruction
-2108 60 30,gravel,NA,NA,NA,obstruction
-2108 61 30,gravel,NA,NA,NA,obstruction
-2108 62 30,gravel,NA,NA,NA,obstruction
-2107 60 30,gravel,NA,NA,NA,obstruction
-2107 61 30,gravel,NA,NA,NA,obstruction
-2211 60 31,gravel,NA,NA,NA,obstruction
-2211 61 31,gravel,NA,NA,NA,obstruction
-2199 60 31,gravel,NA,NA,NA,obstruction
-2199 61 31,gravel,NA,NA,NA,obstruction
-2198 60 31,gravel,NA,NA,NA,obstruction
-2198 61 31,gravel,NA,NA,NA,obstruction
-2198 62 31,gravel,NA,NA,NA,obstruction
-2197 60 31,gravel,NA,NA,NA,obstruction
-2197 61 31,gravel,NA,NA,NA,obstruction
-2186 60 31,gravel,NA,NA,NA,obstruction
-2186 61 31,gravel,NA,NA,NA,obstruction
-2180 59 31,block_rubble_collapse,NA,-2185 60 33 -2185 61 33,NA,collapse threat
-2179 60 31,gravel,NA,NA,NA,obstruction
-2179 61 31,gravel,NA,NA,NA,obstruction
-2179 62 31,gravel,NA,NA,NA,obstruction
-2176 60 31,block_victim_1,NA,NA,NA,victim
-2126 60 31,gravel,NA,NA,NA,obstruction
-2126 61 31,gravel,NA,NA,NA,obstruction
-2098 60 31,gravel,NA,NA,NA,obstruction
-2098 61 31,gravel,NA,NA,NA,obstruction
-2219 60 32,gravel,NA,NA,NA,obstruction
-2219 61 32,gravel,NA,NA,NA,obstruction
-2219 62 32,gravel,NA,NA,NA,obstruction
-2211 60 32,gravel,NA,NA,NA,obstruction
-2211 61 32,gravel,NA,NA,NA,obstruction
-2211 62 32,gravel,NA,NA,NA,obstruction
-2199 60 32,block_victim_1,NA,NA,NA,victim
-2179 60 32,gravel,NA,NA,NA,obstruction
