LocationXYZ,BlockType,Command,CommandOptions,RoomName,FeatureType
-2098 60 51,gravel,NA,NA,L1,obstruction
-2098 60 52,gravel,NA,NA,L1,obstruction
-2098 60 53,gravel,NA,NA,L1,obstruction
-2098 61 47,gravel,NA,NA,L1,obstruction
-2098 61 48,gravel,NA,NA,L1,obstruction
-2098 61 49,gravel,NA,NA,L1,obstruction
-2098 61 51,gravel,NA,NA,L1,obstruction
-2098 61 52,gravel,NA,NA,L1,obstruction
-2098 61 53,gravel,NA,NA,L1,obstruction
-2098 62 47,gravel,NA,NA,L1,obstruction
-2098 62 49,gravel,NA,NA,L1,obstruction
-2098 62 51,gravel,NA,NA,L1,obstruction
-2098 62 53,gravel,NA,NA,L1,obstruction
-2108 60 47,gravel,NA,NA,K1,obstruction
-2108 60 48,gravel,NA,NA,K1,obstruction
-2108 60 49,gravel,NA,NA,K1,obstruction
-2108 60 50,gravel,NA,NA,K1,obstruction
-2108 60 51,gravel,NA,NA,K1,obstruction
-2108 60 52,gravel,NA,NA,K1,obstruction
-2108 60 53,gravel,NA,NA,K1,obstruction
-2108 61 47,gravel,NA,NA,K1,obstruction
-2108 61 48,gravel,NA,NA,K1,obstruction
-2108 61 49,gravel,NA,NA,K1,obstruction
-2108 61 50,gravel,NA,NA,K1,obstruction
-2108 61 51,gravel,NA,NA,K1,obstruction
-2108 61 52,gravel,NA,NA,K1,obstruction
-2108 61 53,gravel,NA,NA,K1,obstruction
-2108 62 48,gravel,NA,NA,K1,obstruction
-2108 62 50,gravel,NA,NA,K1,obstruction
-2108 62 52,gravel,NA,NA,K1,obstruction
-2109 60 51,block_victim_1,NA,NA,K1,Victim A
-2112 60 46,block_victim_1,NA,NA,J1,Victim A
-2112 60 55,gravel,NA,NA,Hallway,obstruction
-2112 61 55,gravel,NA,NA,Hallway,obstruction
-2113 60 45,gravel,NA,NA,J1,obstruction
-2113 60 46,gravel,NA,NA,J1,obstruction
-2113 60 47,gravel,NA,NA,J1,obstruction
-2113 60 48,gravel,NA,NA,J1,obstruction
-2113 60 55,gravel,NA,NA,Hallway,obstruction
-2113 61 45,gravel,NA,NA,J1,obstruction
-2113 61 46,gravel,NA,NA,J1,obstruction
-2113 61 47,gravel,NA,NA,J1,obstruction
-2113 61 48,gravel,NA,NA,J1,obstruction
-2113 61 55,gravel,NA,NA,Hallway,obstruction
-2113 62 47,gravel,NA,NA,J1,obstruction
-2113 62 55,gravel,NA,NA,Hallway,obstruction
-2114 60 55,gravel,NA,NA,Hallway,obstruction
-2114 61 55,gravel,NA,NA,Hallway,obstruction
-2114 62 55,gravel,NA,NA,Hallway,obstruction
-2126 60 47,gravel,NA,NA,I1,obstruction
-2126 60 48,gravel,NA,NA,I1,obstruction
-2126 60 49,gravel,NA,NA,I1,obstruction
-2126 60 50,gravel,NA,NA,I1,obstruction
-2126 60 51,gravel,NA,NA,I1,obstruction
-2126 61 47,gravel,NA,NA,I1,obstruction
-2126 61 48,gravel,NA,NA,I1,obstruction
-2126 61 49,gravel,NA,NA,I1,obstruction
-2126 61 50,gravel,NA,NA,I1,obstruction
-2126 61 51,gravel,NA,NA,I1,obstruction
-2126 62 48,gravel,NA,NA,I1,obstruction
-2126 62 50,gravel,NA,NA,I1,obstruction
-2128 60 46,gravel,NA,NA,I1,obstruction
-2128 60 47,gravel,NA,NA,I1,obstruction
-2128 60 48,gravel,NA,NA,I1,obstruction
-2128 61 46,gravel,NA,NA,I1,obstruction
-2128 61 47,gravel,NA,NA,I1,obstruction
-2128 61 48,gravel,NA,NA,I1,obstruction
-2128 62 47,gravel,NA,NA,I1,obstruction
-2132 60 47,block_victim_1b,NA,NA,I1A,Victim B
-2133 60 45,gravel,NA,NA,I1A,obstruction
-2133 60 46,gravel,NA,NA,I1A,obstruction
-2133 60 47,gravel,NA,NA,I1A,obstruction
-2133 60 48,gravel,NA,NA,I1A,obstruction
-2133 60 49,gravel,NA,NA,I1A,obstruction
-2133 61 45,gravel,NA,NA,I1A,obstruction
-2133 61 46,gravel,NA,NA,I1A,obstruction
-2133 61 47,gravel,NA,NA,I1A,obstruction
-2133 61 48,gravel,NA,NA,I1A,obstruction
-2133 61 49,gravel,NA,NA,I1A,obstruction
-2133 62 46,gravel,NA,NA,I1A,obstruction
-2133 62 48,gravel,NA,NA,I1A,obstruction
-2136 60 45,gravel,NA,NA,H1A,obstruction
-2136 61 45,gravel,NA,NA,H1A,obstruction
-2136 62 45,gravel,NA,NA,H1A,obstruction
-2137 60 45,gravel,NA,NA,H1A,obstruction
-2137 61 45,gravel,NA,NA,H1A,obstruction
-2138 60 45,gravel,NA,NA,H1A,obstruction
-2138 61 45,gravel,NA,NA,H1A,obstruction
-2138 62 45,gravel,NA,NA,H1A,obstruction
-2140 60 45,gravel,NA,NA,H1A,obstruction
-2140 61 45,gravel,NA,NA,H1A,obstruction
-2140 62 45,gravel,NA,NA,H1A,obstruction
-2147 60 50,gravel,NA,NA,H1,obstruction
-2147 60 51,gravel,NA,NA,H1,obstruction
-2147 60 52,gravel,NA,NA,H1,obstruction
-2147 60 53,gravel,NA,NA,H1,obstruction
-2147 61 50,gravel,NA,NA,H1,obstruction
-2147 61 51,gravel,NA,NA,H1,obstruction
-2147 61 52,gravel,NA,NA,H1,obstruction
-2147 61 53,gravel,NA,NA,H1,obstruction
-2159 60 52,gravel,NA,NA,D1,obstruction
-2159 60 53,gravel,NA,NA,D1,obstruction
-2160 60 47,gravel,NA,NA,D2,obstruction
-2160 60 52,block_victim_1b,NA,NA,D1,Victim B
-2160 60 53,gravel,NA,NA,D1,obstruction
-2160 61 47,gravel,NA,NA,D2,obstruction
-2161 60 47,gravel,NA,NA,D2,obstruction
-2161 61 47,gravel,NA,NA,D2,obstruction
-2169 60 44,gravel,NA,NA,Hallway,obstruction
-2169 61 44,gravel,NA,NA,Hallway,obstruction
-2169 62 44,gravel,NA,NA,Hallway,obstruction
-2176 60 45,block_victim_proximity,NA,NA,C2,Victim C
-2176 60 46,gravel,NA,NA,C2,obstruction
-2176 61 46,gravel,NA,NA,C2,obstruction
-2176 62 46,gravel,NA,NA,C2,obstruction
-2177 60 46,gravel,NA,NA,C2,obstruction
-2177 61 46,gravel,NA,NA,C2,obstruction
-2177 62 46,gravel,NA,NA,C2,obstruction
-2178 60 46,gravel,NA,NA,C2,obstruction
-2178 61 46,gravel,NA,NA,C2,obstruction
-2178 62 46,gravel,NA,NA,C2,obstruction
-2179 60 44,gravel,NA,NA,C2,obstruction
-2179 60 46,gravel,NA,NA,C2,obstruction
-2179 61 44,gravel,NA,NA,C2,obstruction
-2179 61 46,gravel,NA,NA,C2,obstruction
-2179 62 44,gravel,NA,NA,C2,obstruction
-2179 62 46,gravel,NA,NA,C2,obstruction
-2180 60 44,gravel,NA,NA,C2,obstruction
-2180 61 44,gravel,NA,NA,C2,obstruction
-2181 60 44,gravel,NA,NA,C2,obstruction
-2181 60 50,block_victim_1b,NA,NA,C1,Victim B
-2181 61 44,gravel,NA,NA,C2,obstruction
-2181 62 44,gravel,NA,NA,C2,obstruction
-2182 60 44,gravel,NA,NA,C2,obstruction
-2182 60 45,block_victim_1,NA,NA,C2,Victim A
-2182 60 49,gravel,NA,NA,C1,obstruction
-2182 60 50,gravel,NA,NA,C1,obstruction
-2182 61 44,gravel,NA,NA,C2,obstruction
-2182 61 49,gravel,NA,NA,C1,obstruction
-2182 61 50,gravel,NA,NA,C1,obstruction
-2195 60 47,block_victim_1,NA,NA,B1,Victim A
-2197 60 47,gravel,NA,NA,B1,obstruction
-2197 61 47,gravel,NA,NA,B1,obstruction
-2197 62 47,gravel,NA,NA,B1,obstruction
-2204 60 53,gravel,NA,NA,B1,obstruction
-2204 61 53,gravel,NA,NA,B1,obstruction
-2204 62 53,gravel,NA,NA,B1,obstruction
-2218 60 57,gravel,NA,NA,A1,obstruction
-2218 60 58,gravel,NA,NA,A1,obstruction
-2220 60 48,gravel,NA,NA,A2,obstruction
-2220 60 49,gravel,NA,NA,A2,obstruction
-2220 60 50,gravel,NA,NA,A2,obstruction
-2220 61 48,gravel,NA,NA,A2,obstruction
-2220 61 49,gravel,NA,NA,A2,obstruction
-2220 61 50,gravel,NA,NA,A2,obstruction
-2220 62 48,gravel,NA,NA,A2,obstruction
-2220 62 50,gravel,NA,NA,A2,obstruction
-2221 60 48,block_victim_proximity,NA,NA,A2,Victim C
-2221 60 50,gravel,NA,NA,A2,obstruction
-2221 61 50,gravel,NA,NA,A2,obstruction
-2222 60 50,gravel,NA,NA,A2,obstruction
-2222 61 50,gravel,NA,NA,A2,obstruction
-2222 62 50,gravel,NA,NA,A2,obstruction
-2223 60 57,block_victim_1b,NA,NA,A1,Victim B
-2180 59 46,block_rubble_collapse,NA,-2185 61 47 -2185 61 47,C2,collapse threat
