"LocationXYZ","BlockType","Command","CommandOptions","RoomName","FeatureType"
"-2180 61 1","gravel",NA,NA,NA,"obstruction"
"-2179 60 1","gravel",NA,NA,NA,"obstruction"
"-2179 61 1","gravel",NA,NA,NA,"obstruction"
"-2178 60 1","gravel",NA,NA,NA,"obstruction"
"-2178 61 1","gravel",NA,NA,NA,"obstruction"
"-2143 60 1","gravel",NA,NA,NA,"obstruction"
"-2143 61 1","gravel",NA,NA,NA,"obstruction"
"-2143 62 1","gravel",NA,NA,NA,"obstruction"
"-2142 60 1","gravel",NA,NA,NA,"obstruction"
"-2142 61 1","gravel",NA,NA,NA,"obstruction"
"-2141 60 1","gravel",NA,NA,NA,"obstruction"
"-2141 61 1","gravel",NA,NA,NA,"obstruction"
"-2206 60 2","gravel",NA,NA,NA,"obstruction"
"-2206 61 2","gravel",NA,NA,NA,"obstruction"
"-2205 60 2","block_victim_1",NA,NA,NA,"victim"
"-2204 60 2","gravel",NA,NA,NA,"obstruction"
"-2204 61 2","gravel",NA,NA,NA,"obstruction"
"-2204 62 2","gravel",NA,NA,NA,"obstruction"
"-2195 60 2","gravel",NA,NA,NA,"obstruction"
"-2195 61 2","gravel",NA,NA,NA,"obstruction"
"-2195 62 2","gravel",NA,NA,NA,"obstruction"
"-2194 60 2","gravel",NA,NA,NA,"obstruction"
"-2194 61 2","gravel",NA,NA,NA,"obstruction"
"-2194 62 2","gravel",NA,NA,NA,"obstruction"
"-2173 60 2","gravel",NA,NA,NA,"obstruction"
"-2173 61 2","gravel",NA,NA,NA,"obstruction"
"-2173 62 2","gravel",NA,NA,NA,"obstruction"
"-2172 60 2","gravel",NA,NA,NA,"obstruction"
"-2172 61 2","gravel",NA,NA,NA,"obstruction"
"-2171 60 2","gravel",NA,NA,NA,"obstruction"
"-2171 61 2","gravel",NA,NA,NA,"obstruction"
"-2206 60 3","gravel",NA,NA,NA,"obstruction"
"-2206 61 3","gravel",NA,NA,NA,"obstruction"
"-2205 60 3","gravel",NA,NA,NA,"obstruction"
"-2205 61 3","gravel",NA,NA,NA,"obstruction"
"-2204 60 3","gravel",NA,NA,NA,"obstruction"
"-2204 61 3","gravel",NA,NA,NA,"obstruction"
"-2173 60 3","gravel",NA,NA,NA,"obstruction"
"-2173 61 3","gravel",NA,NA,NA,"obstruction"
"-2173 62 3","gravel",NA,NA,NA,"obstruction"
"-2172 60 3","block_victim_1",NA,NA,NA,"victim"
"-2171 60 3","gravel",NA,NA,NA,"obstruction"
"-2171 61 3","gravel",NA,NA,NA,"obstruction"
"-2163 60 5","block_victim_1",NA,NA,NA,"victim"
"-2147 60 5","gravel",NA,NA,NA,"obstruction"
"-2147 61 5","gravel",NA,NA,NA,"obstruction"
"-2147 62 5","gravel",NA,NA,NA,"obstruction"
"-2146 60 5","gravel",NA,NA,NA,"obstruction"
"-2146 61 5","gravel",NA,NA,NA,"obstruction"
"-2145 60 5","gravel",NA,NA,NA,"obstruction"
"-2145 61 5","gravel",NA,NA,NA,"obstruction"
"-2147 60 6","gravel",NA,NA,NA,"obstruction"
"-2147 61 6","gravel",NA,NA,NA,"obstruction"
"-2147 62 6","gravel",NA,NA,NA,"obstruction"
"-2145 60 6","gravel",NA,NA,NA,"obstruction"
"-2145 61 6","gravel",NA,NA,NA,"obstruction"
"-2180 60 7","block_victim_1",NA,NA,NA,"victim"
"-2179 60 7","gravel",NA,NA,NA,"obstruction"
"-2179 61 7","gravel",NA,NA,NA,"obstruction"
"-2147 60 7","gravel",NA,NA,NA,"obstruction"
"-2147 61 7","gravel",NA,NA,NA,"obstruction"
"-2147 62 7","gravel",NA,NA,NA,"obstruction"
"-2146 60 7","gravel",NA,NA,NA,"obstruction"
"-2146 61 7","gravel",NA,NA,NA,"obstruction"
"-2145 60 7","gravel",NA,NA,NA,"obstruction"
"-2145 61 7","gravel",NA,NA,NA,"obstruction"
"-2181 60 8","gravel",NA,NA,NA,"obstruction"
"-2181 61 8","gravel",NA,NA,NA,"obstruction"
"-2180 60 8","gravel",NA,NA,NA,"obstruction"
"-2180 61 8","gravel",NA,NA,NA,"obstruction"
"-2179 60 8","gravel",NA,NA,NA,"obstruction"
"-2179 61 8","gravel",NA,NA,NA,"obstruction"
"-2173 60 8","block_victim_1",NA,NA,NA,"victim"
"-2172 60 8","gravel",NA,NA,NA,"obstruction"
"-2172 61 8","gravel",NA,NA,NA,"obstruction"
"-2168 60 8","block_victim_1",NA,NA,NA,"victim"
"-2163 60 8","gravel",NA,NA,NA,"obstruction"
"-2163 61 8","gravel",NA,NA,NA,"obstruction"
"-2163 62 8","gravel",NA,NA,NA,"obstruction"
"-2138 60 8","gravel",NA,NA,NA,"obstruction"
"-2138 61 8","gravel",NA,NA,NA,"obstruction"
"-2137 60 8","gravel",NA,NA,NA,"obstruction"
"-2137 61 8","gravel",NA,NA,NA,"obstruction"
"-2098 60 8","gravel",NA,NA,NA,"obstruction"
"-2098 61 8","gravel",NA,NA,NA,"obstruction"
"-2097 60 8","gravel",NA,NA,NA,"obstruction"
"-2097 61 8","gravel",NA,NA,NA,"obstruction"
"-2096 60 8","gravel",NA,NA,NA,"obstruction"
"-2096 61 8","gravel",NA,NA,NA,"obstruction"
"-2095 60 8","gravel",NA,NA,NA,"obstruction"
"-2095 61 8","gravel",NA,NA,NA,"obstruction"
"-2094 60 8","gravel",NA,NA,NA,"obstruction"
"-2094 61 8","gravel",NA,NA,NA,"obstruction"
"-2094 62 8","gravel",NA,NA,NA,"obstruction"
"-2093 60 8","gravel",NA,NA,NA,"obstruction"
"-2093 61 8","gravel",NA,NA,NA,"obstruction"
"-2093 62 8","gravel",NA,NA,NA,"obstruction"
"-2092 60 8","gravel",NA,NA,NA,"obstruction"
"-2092 61 8","gravel",NA,NA,NA,"obstruction"
"-2092 62 8","gravel",NA,NA,NA,"obstruction"
"-2223 59 9","block_freeze_player",NA,NA,NA,"threat room"
"-2138 60 9","gravel",NA,NA,NA,"obstruction"
"-2138 61 9","gravel",NA,NA,NA,"obstruction"
"-2098 60 9","gravel",NA,NA,NA,"obstruction"
"-2092 60 9","block_victim_1",NA,NA,NA,"victim"
"-2138 60 10","gravel",NA,NA,NA,"obstruction"
"-2138 61 10","gravel",NA,NA,NA,"obstruction"
"-2089 60 10","gravel",NA,NA,NA,"obstruction"
"-2089 61 10","gravel",NA,NA,NA,"obstruction"
"-2089 62 10","gravel",NA,NA,NA,"obstruction"
"-2215 59 11","redstone_block",NA,NA,NA,"sign"
"-2138 60 11","gravel",NA,NA,NA,"obstruction"
"-2138 61 11","gravel",NA,NA,NA,"obstruction"
"-2137 60 11","gravel",NA,NA,NA,"obstruction"
"-2137 61 11","gravel",NA,NA,NA,"obstruction"
"-2089 60 11","gravel",NA,NA,NA,"obstruction"
"-2089 61 11","gravel",NA,NA,NA,"obstruction"
"-2089 62 11","gravel",NA,NA,NA,"obstruction"
"-2157 60 12","gravel",NA,NA,NA,"obstruction"
"-2156 60 12","gravel",NA,NA,NA,"obstruction"
"-2155 60 12","gravel",NA,NA,NA,"obstruction"
"-2133 60 12","gravel",NA,NA,NA,"obstruction"
"-2133 61 12","gravel",NA,NA,NA,"obstruction"
"-2131 60 12","gravel",NA,NA,NA,"obstruction"
"-2131 61 12","gravel",NA,NA,NA,"obstruction"
"-2089 60 12","gravel",NA,NA,NA,"obstruction"
"-2089 61 12","gravel",NA,NA,NA,"obstruction"
"-2133 60 13","gravel",NA,NA,NA,"obstruction"
"-2133 61 13","gravel",NA,NA,NA,"obstruction"
"-2131 60 13","gravel",NA,NA,NA,"obstruction"
"-2131 61 13","gravel",NA,NA,NA,"obstruction"
"-2114 60 13","gravel",NA,NA,NA,"obstruction"
"-2114 61 13","gravel",NA,NA,NA,"obstruction"
"-2089 60 13","gravel",NA,NA,NA,"obstruction"
"-2089 61 13","gravel",NA,NA,NA,"obstruction"
"-2088 60 13","gravel",NA,NA,NA,"obstruction"
"-2088 61 13","gravel",NA,NA,NA,"obstruction"
"-2176 60 14","block_victim_1",NA,NA,NA,"victim"
"-2169 60 14","gravel",NA,NA,NA,"obstruction"
"-2169 61 14","gravel",NA,NA,NA,"obstruction"
"-2168 60 14","block_victim_1",NA,NA,NA,"victim"
"-2133 60 14","gravel",NA,NA,NA,"obstruction"
"-2133 61 14","gravel",NA,NA,NA,"obstruction"
"-2132 60 14","gravel",NA,NA,NA,"obstruction"
"-2132 61 14","gravel",NA,NA,NA,"obstruction"
"-2131 60 14","gravel",NA,NA,NA,"obstruction"
"-2131 61 14","gravel",NA,NA,NA,"obstruction"
"-2127 60 14","gravel",NA,NA,NA,"obstruction"
"-2127 61 14","gravel",NA,NA,NA,"obstruction"
"-2126 60 14","gravel",NA,NA,NA,"obstruction"
"-2126 61 14","gravel",NA,NA,NA,"obstruction"
"-2125 60 14","gravel",NA,NA,NA,"obstruction"
"-2125 61 14","gravel",NA,NA,NA,"obstruction"
"-2114 60 14","gravel",NA,NA,NA,"obstruction"
"-2114 61 14","gravel",NA,NA,NA,"obstruction"
"-2179 60 15","gravel",NA,NA,NA,"obstruction"
"-2179 61 15","gravel",NA,NA,NA,"obstruction"
"-2179 62 15","gravel",NA,NA,NA,"obstruction"
"-2178 60 15","gravel",NA,NA,NA,"obstruction"
"-2178 61 15","gravel",NA,NA,NA,"obstruction"
"-2178 62 15","gravel",NA,NA,NA,"obstruction"
"-2177 60 15","gravel",NA,NA,NA,"obstruction"
"-2177 61 15","gravel",NA,NA,NA,"obstruction"
"-2176 60 15","gravel",NA,NA,NA,"obstruction"
"-2176 61 15","gravel",NA,NA,NA,"obstruction"
"-2169 60 15","gravel",NA,NA,NA,"obstruction"
"-2169 61 15","gravel",NA,NA,NA,"obstruction"
"-2168 60 15","gravel",NA,NA,NA,"obstruction"
"-2168 61 15","gravel",NA,NA,NA,"obstruction"
"-2166 59 15","redstone_block",NA,NA,NA,"sign"
"-2127 60 15","gravel",NA,NA,NA,"obstruction"
"-2127 61 15","gravel",NA,NA,NA,"obstruction"
"-2126 60 15","block_victim_proximity",NA,NA,NA,"victim"
"-2115 60 15","gravel",NA,NA,NA,"obstruction"
"-2114 60 15","gravel",NA,NA,NA,"obstruction"
"-2114 61 15","gravel",NA,NA,NA,"obstruction"
"-2168 59 16","block_freeze_player",NA,NA,NA,"threat room"
"-2127 60 16","gravel",NA,NA,NA,"obstruction"
"-2127 61 16","gravel",NA,NA,NA,"obstruction"
"-2115 60 16","gravel",NA,NA,NA,"obstruction"
"-2115 61 16","gravel",NA,NA,NA,"obstruction"
"-2114 60 16","gravel",NA,NA,NA,"obstruction"
"-2114 61 16","gravel",NA,NA,NA,"obstruction"
"-2169 60 17","block_victim_1",NA,NA,NA,"victim"
"-2168 60 17","block_victim_1",NA,NA,NA,"victim"
"-2157 60 17","gravel",NA,NA,NA,"obstruction"
"-2156 60 17","gravel",NA,NA,NA,"obstruction"
"-2155 60 17","gravel",NA,NA,NA,"obstruction"
"-2127 60 17","gravel",NA,NA,NA,"obstruction"
"-2127 61 17","gravel",NA,NA,NA,"obstruction"
"-2126 60 17","gravel",NA,NA,NA,"obstruction"
"-2126 61 17","gravel",NA,NA,NA,"obstruction"
"-2125 60 17","gravel",NA,NA,NA,"obstruction"
"-2125 61 17","gravel",NA,NA,NA,"obstruction"
"-2124 60 17","gravel",NA,NA,NA,"obstruction"
"-2124 61 17","gravel",NA,NA,NA,"obstruction"
"-2109 60 22","gravel",NA,NA,NA,"obstruction"
"-2109 61 22","gravel",NA,NA,NA,"obstruction"
"-2168 60 23","block_victim_1",NA,NA,NA,"victim"
"-2109 60 23","gravel",NA,NA,NA,"obstruction"
"-2109 61 23","gravel",NA,NA,NA,"obstruction"
"-2107 60 23","gravel",NA,NA,NA,"obstruction"
"-2107 61 23","gravel",NA,NA,NA,"obstruction"
"-2109 60 24","gravel",NA,NA,NA,"obstruction"
"-2109 61 24","gravel",NA,NA,NA,"obstruction"
"-2109 62 24","gravel",NA,NA,NA,"obstruction"
"-2108 60 24","gravel",NA,NA,NA,"obstruction"
"-2108 61 24","gravel",NA,NA,NA,"obstruction"
"-2108 62 24","gravel",NA,NA,NA,"obstruction"
"-2107 60 24","gravel",NA,NA,NA,"obstruction"
"-2107 61 24","gravel",NA,NA,NA,"obstruction"
"-2107 62 24","gravel",NA,NA,NA,"obstruction"
"-2209 60 26","gravel",NA,NA,NA,"obstruction"
"-2209 61 26","gravel",NA,NA,NA,"obstruction"
"-2209 62 26","gravel",NA,NA,NA,"obstruction"
"-2208 60 26","gravel",NA,NA,NA,"obstruction"
"-2208 61 26","gravel",NA,NA,NA,"obstruction"
"-2208 62 26","gravel",NA,NA,NA,"obstruction"
"-2207 60 26","gravel",NA,NA,NA,"obstruction"
"-2207 61 26","gravel",NA,NA,NA,"obstruction"
"-2162 60 26","block_victim_1",NA,NA,NA,"victim"
"-2157 60 26","gravel",NA,NA,NA,"obstruction"
"-2156 60 26","gravel",NA,NA,NA,"obstruction"
"-2155 60 26","gravel",NA,NA,NA,"obstruction"
"-2132 60 26","gravel",NA,NA,NA,"obstruction"
"-2132 61 26","gravel",NA,NA,NA,"obstruction"
"-2209 60 27","gravel",NA,NA,NA,"obstruction"
"-2209 61 27","gravel",NA,NA,NA,"obstruction"
"-2209 62 27","gravel",NA,NA,NA,"obstruction"
"-2208 60 27","block_victim_1",NA,NA,NA,"victim"
"-2207 60 27","gravel",NA,NA,NA,"obstruction"
"-2207 61 27","gravel",NA,NA,NA,"obstruction"
"-2197 59 27","redstone_block",NA,NA,NA,"sign"
"-2132 60 27","gravel",NA,NA,NA,"obstruction"
"-2132 61 27","gravel",NA,NA,NA,"obstruction"
"-2162 60 28","block_victim_1",NA,NA,NA,"victim"
"-2132 60 28","gravel",NA,NA,NA,"obstruction"
"-2132 61 28","gravel",NA,NA,NA,"obstruction"
"-2199 59 29","block_freeze_player",NA,NA,NA,"threat room"
"-2183 60 29","gravel",NA,NA,NA,"obstruction"
"-2183 61 29","gravel",NA,NA,NA,"obstruction"
"-2182 60 29","gravel",NA,NA,NA,"obstruction"
"-2182 61 29","gravel",NA,NA,NA,"obstruction"
"-2169 60 29","block_victim_proximity",NA,NA,NA,"victim"
"-2162 60 29","gravel",NA,NA,NA,"obstruction"
"-2162 61 29","gravel",NA,NA,NA,"obstruction"
"-2162 62 29","gravel",NA,NA,NA,"obstruction"
"-2132 60 29","gravel",NA,NA,NA,"obstruction"
"-2132 61 29","gravel",NA,NA,NA,"obstruction"
"-2131 60 29","gravel",NA,NA,NA,"obstruction"
"-2131 61 29","gravel",NA,NA,NA,"obstruction"
"-2122 60 29","block_victim_1",NA,NA,NA,"victim"
"-2097 60 29","gravel",NA,NA,NA,"obstruction"
"-2097 61 29","gravel",NA,NA,NA,"obstruction"
"-2094 60 29","gravel",NA,NA,NA,"obstruction"
"-2094 61 29","gravel",NA,NA,NA,"obstruction"
"-2192 60 30","block_victim_1",NA,NA,NA,"victim"
"-2183 60 30","block_victim_proximity",NA,NA,NA,"victim"
"-2182 60 30","gravel",NA,NA,NA,"obstruction"
"-2182 61 30","gravel",NA,NA,NA,"obstruction"
"-2167 60 30","gravel",NA,NA,NA,"obstruction"
"-2167 61 30","gravel",NA,NA,NA,"obstruction"
"-2167 62 30","gravel",NA,NA,NA,"obstruction"
"-2132 60 30","block_victim_1",NA,NA,NA,"victim"
"-2131 60 30","gravel",NA,NA,NA,"obstruction"
"-2131 61 30","gravel",NA,NA,NA,"obstruction"
"-2113 60 30","gravel",NA,NA,NA,"obstruction"
"-2113 61 30","gravel",NA,NA,NA,"obstruction"
"-2113 62 30","gravel",NA,NA,NA,"obstruction"
"-2112 60 30","gravel",NA,NA,NA,"obstruction"
"-2112 61 30","gravel",NA,NA,NA,"obstruction"
"-2111 60 30","gravel",NA,NA,NA,"obstruction"
"-2111 61 30","gravel",NA,NA,NA,"obstruction"
"-2097 60 30","gravel",NA,NA,NA,"obstruction"
"-2097 61 30","gravel",NA,NA,NA,"obstruction"
"-2095 60 30","block_victim_1",NA,NA,NA,"victim"
"-2094 60 30","gravel",NA,NA,NA,"obstruction"
"-2094 61 30","gravel",NA,NA,NA,"obstruction"
"-2089 60 30","gravel",NA,NA,NA,"obstruction"
"-2089 61 30","gravel",NA,NA,NA,"obstruction"
"-2199 60 31","gravel",NA,NA,NA,"obstruction"
"-2199 61 31","gravel",NA,NA,NA,"obstruction"
"-2199 62 31","gravel",NA,NA,NA,"obstruction"
"-2198 60 31","gravel",NA,NA,NA,"obstruction"
"-2198 61 31","gravel",NA,NA,NA,"obstruction"
"-2198 62 31","gravel",NA,NA,NA,"obstruction"
"-2183 60 31","gravel",NA,NA,NA,"obstruction"
"-2183 61 31","gravel",NA,NA,NA,"obstruction"
"-2182 60 31","gravel",NA,NA,NA,"obstruction"
"-2182 61 31","gravel",NA,NA,NA,"obstruction"
"-2131 60 31","gravel",NA,NA,NA,"obstruction"
"-2131 61 31","gravel",NA,NA,NA,"obstruction"
"-2113 60 31","gravel",NA,NA,NA,"obstruction"
"-2113 61 31","gravel",NA,NA,NA,"obstruction"
"-2113 62 31","gravel",NA,NA,NA,"obstruction"
"-2111 60 31","gravel",NA,NA,NA,"obstruction"
"-2111 61 31","gravel",NA,NA,NA,"obstruction"
"-2097 60 31","gravel",NA,NA,NA,"obstruction"
"-2097 61 31","gravel",NA,NA,NA,"obstruction"
"-2097 62 31","gravel",NA,NA,NA,"obstruction"
"-2096 60 31","gravel",NA,NA,NA,"obstruction"
"-2096 61 31","gravel",NA,NA,NA,"obstruction"
"-2096 62 31","gravel",NA,NA,NA,"obstruction"
"-2095 60 31","gravel",NA,NA,NA,"obstruction"
"-2095 61 31","gravel",NA,NA,NA,"obstruction"
"-2095 62 31","gravel",NA,NA,NA,"obstruction"
"-2094 60 31","gravel",NA,NA,NA,"obstruction"
"-2094 61 31","gravel",NA,NA,NA,"obstruction"
"-2094 62 31","gravel",NA,NA,NA,"obstruction"
"-2089 60 31","gravel",NA,NA,NA,"obstruction"
"-2089 61 31","gravel",NA,NA,NA,"obstruction"
"-2199 60 32","block_victim_1",NA,NA,NA,"victim"
"-2198 60 32","gravel",NA,NA,NA,"obstruction"
"-2198 61 32","gravel",NA,NA,NA,"obstruction"
"-2090 60 32","block_victim_1",NA,NA,NA,"victim"
"-2089 60 32","gravel",NA,NA,NA,"obstruction"
"-2089 61 32","gravel",NA,NA,NA,"obstruction"
"-2209 60 33","gravel",NA,NA,NA,"obstruction"
"-2209 61 33","gravel",NA,NA,NA,"obstruction"
"-2209 62 33","gravel",NA,NA,NA,"obstruction"
"-2208 60 33","gravel",NA,NA,NA,"obstruction"
"-2208 61 33","gravel",NA,NA,NA,"obstruction"
"-2208 62 33","gravel",NA,NA,NA,"obstruction"
"-2199 60 33","gravel",NA,NA,NA,"obstruction"
"-2199 61 33","gravel",NA,NA,NA,"obstruction"
"-2199 62 33","gravel",NA,NA,NA,"obstruction"
"-2198 60 33","gravel",NA,NA,NA,"obstruction"
"-2198 61 33","gravel",NA,NA,NA,"obstruction"
"-2140 60 33","gravel",NA,NA,NA,"obstruction"
"-2140 61 33","gravel",NA,NA,NA,"obstruction"
"-2140 62 33","gravel",NA,NA,NA,"obstruction"
"-2139 60 33","gravel",NA,NA,NA,"obstruction"
"-2139 61 33","gravel",NA,NA,NA,"obstruction"
"-2139 62 33","gravel",NA,NA,NA,"obstruction"
"-2138 60 33","gravel",NA,NA,NA,"obstruction"
"-2138 61 33","gravel",NA,NA,NA,"obstruction"
"-2090 60 33","gravel",NA,NA,NA,"obstruction"
"-2090 61 33","gravel",NA,NA,NA,"obstruction"
"-2090 62 33","gravel",NA,NA,NA,"obstruction"
"-2089 60 33","gravel",NA,NA,NA,"obstruction"
"-2089 61 33","gravel",NA,NA,NA,"obstruction"
"-2089 62 33","gravel",NA,NA,NA,"obstruction"
"-2209 60 34","block_victim_1",NA,NA,NA,"victim"
"-2202 60 34","gravel",NA,NA,NA,"obstruction"
"-2202 61 34","gravel",NA,NA,NA,"obstruction"
"-2202 62 34","gravel",NA,NA,NA,"obstruction"
"-2199 60 34","block_victim_1",NA,NA,NA,"victim"
"-2140 60 34","gravel",NA,NA,NA,"obstruction"
"-2140 61 34","gravel",NA,NA,NA,"obstruction"
"-2140 62 34","gravel",NA,NA,NA,"obstruction"
"-2138 60 34","gravel",NA,NA,NA,"obstruction"
"-2138 61 34","gravel",NA,NA,NA,"obstruction"
"-2125 60 34","gravel",NA,NA,NA,"obstruction"
"-2125 61 34","gravel",NA,NA,NA,"obstruction"
"-2124 60 34","gravel",NA,NA,NA,"obstruction"
"-2124 61 34","gravel",NA,NA,NA,"obstruction"
"-2109 60 34","gravel",NA,NA,NA,"obstruction"
"-2109 61 34","gravel",NA,NA,NA,"obstruction"
"-2108 60 34","gravel",NA,NA,NA,"obstruction"
"-2108 61 34","gravel",NA,NA,NA,"obstruction"
"-2182 60 35","block_victim_1",NA,NA,NA,"victim"
"-2173 60 35","gravel",NA,NA,NA,"obstruction"
"-2173 61 35","gravel",NA,NA,NA,"obstruction"
"-2172 60 35","gravel",NA,NA,NA,"obstruction"
"-2172 61 35","gravel",NA,NA,NA,"obstruction"
"-2172 62 35","gravel",NA,NA,NA,"obstruction"
"-2171 60 35","gravel",NA,NA,NA,"obstruction"
"-2171 61 35","gravel",NA,NA,NA,"obstruction"
"-2171 62 35","gravel",NA,NA,NA,"obstruction"
"-2156 60 35","gravel",NA,NA,NA,"obstruction"
"-2156 61 35","gravel",NA,NA,NA,"obstruction"
"-2156 62 35","gravel",NA,NA,NA,"obstruction"
"-2155 60 35","gravel",NA,NA,NA,"obstruction"
"-2155 61 35","gravel",NA,NA,NA,"obstruction"
"-2155 62 35","gravel",NA,NA,NA,"obstruction"
"-2154 60 35","gravel",NA,NA,NA,"obstruction"
"-2154 61 35","gravel",NA,NA,NA,"obstruction"
"-2140 60 35","gravel",NA,NA,NA,"obstruction"
"-2140 61 35","gravel",NA,NA,NA,"obstruction"
"-2140 62 35","gravel",NA,NA,NA,"obstruction"
