LocationXYZ,BlockType,Command,CommandOptions,RoomName,FeatureType
-2029 60 184,air,,,Room 103,Opening - Passable
-2029 61 184,air,,,Room 103,Opening - Passable
-2029 61 183,air,,,Right Hallway,Opening - Passable
-2029 62 183,air,,,Right Hallway,Opening - Passable
-2029 63 183,air,,,Right Hallway,Opening - Passable
-2029 64 183,air,,,Right Hallway,Opening - Passable
-2037 61 190,air,,,Room 103,Opening - Passable
-2037 62 190,air,,,Room 103,Opening - Passable
-2037 63 190,air,,,Room 103,Opening - Passable
-2037 64 190,air,,,Room 103,Opening - Passable
-2039 60 190,block_victim_1,,,Room 104,Victim
-2056 60 185,block_victim_1,,,Room 106,Victim
-2064 61 191,air,,,Room 106,Opening - Passable
-2064 62 191,air,,,Room 106,Opening - Passable
-2064 63 191,air,,,Room 106,Opening - Passable
-2064 64 191,air,,,Room 106,Opening - Passable
-2067 60 186,block_victim_2,,,Room 107,Victim
-2065 60 190,block_victim_1,,,Room 107,Victim
-2067 60 190,block_victim_1,,,Room 107,Victim
-2083 60 185,block_victim_1,,,Room 109,Victim
-2085 60 191,block_victim_1,,,Room 109,Victim
-2091 61 190,air,,,Room 109,Opening - Passable
-2091 62 190,air,,,Room 109,Opening - Passable
-2091 63 190,air,,,Room 109,Opening - Passable
-2091 64 190,air,,,Room 109,Opening - Passable
-2092 60 191,block_victim_2,,,Room 110,Victim
-2093 60 191,block_victim_1,,,Room 110,Victim
-2096 60 187,block_victim_1,,,Room 110,Victim
-2084 60 174,block_victim_2,,,The Computer Farm,Victim
-2093 60 164,block_victim_1,,,The Computer Farm,Victim
-2078 61 167,air,,,The Computer Farm,Opening - Passable
-2072 60 163,block_victim_1,,,Men's Room,Victim
-2067 60 165,block_victim_2,,,Men's Room,Victim
-2066 61 164,air,,,Men's Room,Opening - Passable
-2066 62 164,air,,,Men's Room,Opening - Passable
-2066 63 164,air,,,Men's Room,Opening - Passable
-2066 64 164,air,,,Men's Room,Opening - Passable
-2065 61 164,air,,,Amway Conference Room,Opening - Passable
-2065 62 164,air,,,Amway Conference Room,Opening - Passable
-2065 63 164,air,,,Amway Conference Room,Opening - Passable
-2065 64 164,air,,,Amway Conference Room,Opening - Passable
-2066 61 165,air,,,Men's Room,Opening - Passable
-2066 62 165,air,,,Men's Room,Opening - Passable
-2066 63 165,air,,,Men's Room,Opening - Passable
-2066 64 165,air,,,Men's Room,Opening - Passable
-2065 61 165,air,,,Amway Conference Room,Opening - Passable
-2065 62 165,air,,,Amway Conference Room,Opening - Passable
-2065 63 165,air,,,Amway Conference Room,Opening - Passable
-2065 64 165,air,,,Amway Conference Room,Opening - Passable
-2067 61 169,air,,,Men's Room,Opening - Passable
-2067 62 169,air,,,Men's Room,Opening - Passable
-2067 63 169,air,,,Men's Room,Opening - Passable
-2067 64 169,air,,,Men's Room,Opening - Passable
-2067 60 174,block_victim_2,,,Women's Room,Victim
-2067 61 178,air,,,Women's Room,Opening - Passable
-2067 62 178,air,,,Women's Room,Opening - Passable
-2067 63 178,air,,,Women's Room,Opening - Passable
-2067 64 178,air,,,Women's Room,Opening - Passable
-2058 60 160,block_victim_1,,,Amway Conference Room,Victim
-2063 60 160,block_victim_1,,,Amway Conference Room,Victim
-2064 60 166,block_victim_2,,,Amway Conference Room,Victim
-2060 60 176,block_victim_1,,,Mary Kay Conference Room,Victim
-2050 60 177,block_victim_1,,,Herbalife Conference Room,Victim
-2045 60 175,block_victim_1,,,Herbalife Conference Room,Victim
-2049 60 158,block_victim_1,,,Herbalife Conference Room,Victim
-2048 60 152,bedrock,,,Left Hallway,Blockage
-2048 61 152,bedrock,,,Left Hallway,Blockage
-2048 62 152,bedrock,,,Left Hallway,Blockage
-2048 60 153,bedrock,,,Left Hallway,Blockage
-2048 61 153,bedrock,,,Left Hallway,Blockage
-2048 62 153,bedrock,,,Left Hallway,Blockage
-2048 60 154,bedrock,,,Left Hallway,Blockage
-2048 61 154,bedrock,,,Left Hallway,Blockage
-2048 62 154,bedrock,,,Left Hallway,Blockage
-2048 60 155,bedrock,,,Left Hallway,Blockage
-2048 61 155,bedrock,,,Left Hallway,Blockage
-2048 62 155,bedrock,,,Left Hallway,Blockage
-2037 60 179,bedrock,,,Right Hallway,Blockage
-2037 61 179,bedrock,,,Right Hallway,Blockage
-2037 62 179,bedrock,,,Right Hallway,Blockage
-2036 60 180,bedrock,,,Right Hallway,Blockage
-2036 61 180,bedrock,,,Right Hallway,Blockage
-2036 62 180,bedrock,,,Right Hallway,Blockage
-2035 60 181,bedrock,,,Right Hallway,Blockage
-2035 61 181,bedrock,,,Right Hallway,Blockage
-2035 62 181,bedrock,,,Right Hallway,Blockage
-2036 60 182,bedrock,,,Right Hallway,Blockage
-2036 61 182,bedrock,,,Right Hallway,Blockage
-2036 62 182,bedrock,,,Right Hallway,Blockage
-2052 60 178,bedrock,,,Right Hallway,Blockage
-2052 61 178,bedrock,,,Right Hallway,Blockage
-2052 62 178,bedrock,,,Right Hallway,Blockage
-2053 60 178,bedrock,,,Right Hallway,Blockage
-2053 61 178,bedrock,,,Right Hallway,Blockage
-2053 62 178,bedrock,,,Right Hallway,Blockage
-2054 60 178,bedrock,,,Right Hallway,Blockage
-2054 61 178,bedrock,,,Right Hallway,Blockage
-2054 62 178,bedrock,,,Right Hallway,Blockage
-2055 60 178,bedrock,,,Right Hallway,Blockage
-2055 61 178,bedrock,,,Right Hallway,Blockage
-2055 62 178,bedrock,,,Right Hallway,Blockage
-2068 60 179,bedrock,,,Right Hallway,Blockage
-2068 61 179,bedrock,,,Right Hallway,Blockage
-2068 62 179,bedrock,,,Right Hallway,Blockage
-2068 60 180,bedrock,,,Right Hallway,Blockage
-2068 61 180,bedrock,,,Right Hallway,Blockage
-2068 62 180,bedrock,,,Right Hallway,Blockage
-2068 60 181,bedrock,,,Right Hallway,Blockage
-2068 61 181,bedrock,,,Right Hallway,Blockage
-2068 62 181,bedrock,,,Right Hallway,Blockage
-2068 60 182,bedrock,,,Right Hallway,Blockage
-2068 61 182,bedrock,,,Right Hallway,Blockage
-2068 62 182,bedrock,,,Right Hallway,Blockage
-2074 60 169,bedrock,,,Right Hallway,Blockage
-2074 61 169,bedrock,,,Right Hallway,Blockage
-2074 62 169,bedrock,,,Right Hallway,Blockage
-2074 60 170,bedrock,,,Right Hallway,Blockage
-2074 61 170,bedrock,,,Right Hallway,Blockage
-2074 62 170,bedrock,,,Right Hallway,Blockage
-2074 60 171,bedrock,,,Right Hallway,Blockage
-2074 61 171,bedrock,,,Right Hallway,Blockage
-2074 62 171,bedrock,,,Right Hallway,Blockage
-2074 60 172,bedrock,,,Right Hallway,Blockage
-2074 61 172,bedrock,,,Right Hallway,Blockage
-2074 62 172,bedrock,,,Right Hallway,Blockage
-2085 60 177,bedrock,,,Right Hallway,Blockage
-2085 61 177,bedrock,,,Right Hallway,Blockage
-2085 62 177,bedrock,,,Right Hallway,Blockage
-2086 60 177,bedrock,,,Right Hallway,Blockage
-2086 61 177,bedrock,,,Right Hallway,Blockage
-2086 62 177,bedrock,,,Right Hallway,Blockage
-2087 60 177,bedrock,,,Right Hallway,Blockage
-2087 61 177,bedrock,,,Right Hallway,Blockage
-2087 62 177,bedrock,,,Right Hallway,Blockage
-2088 60 177,bedrock,,,Right Hallway,Blockage
-2088 61 177,bedrock,,,Right Hallway,Blockage
-2088 62 177,bedrock,,,Right Hallway,Blockage
-2088 60 177,bedrock,,,Right Hallway,Blockage
-2088 61 177,bedrock,,,Right Hallway,Blockage
-2088 62 177,bedrock,,,Right Hallway,Blockage
