LocationXYZ,BlockType,Command,CommandOptions,RoomName,FeatureType
-2066 62 170,air,,,Women's Room/ Mary Kay Conference Room,Opening - Passable
-2066 63 170,air,,,Women's Room/ Mary Kay Conference Room,Opening - Passable
-2066 64 170,air,,,Women's Room/ Mary Kay Conference Room,Opening - Passable
-2065 61 170,air,,,Women's Room/ Mary Kay Conference Room,Opening - Passable
-2065 62 170,air,,,Women's Room/ Mary Kay Conference Room,Opening - Passable
-2065 63 170,air,,,Women's Room/ Mary Kay Conference Room,Opening - Passable
-2065 64 170,air,,,Women's Room/ Mary Kay Conference Room,Opening - Passable
-2060 60 176,block_victim_1,,,Mary Kay Conference Room,Victim
-2059 60 157,block_victim_1,,,Amway Conference Room,Victim
-2064 60 158,block_victim_1,,,Amway Conference Room,Victim
-2064 60 166,block_victim_2,,,Amway Conference Room,Victim
-2043 60 175,block_victim_2,,,Herbalife Conference Room,Victim
-2049 60 169,block_victim_1,,,Herbalife Conference Room,Victim
-2049 60 163,block_victim_1,,,Herbalife Conference Room,Victim
-2047 60 160,block_victim_2,,,Herbalife Conference Room,Victim
-2061 60 152,bedrock,,,Left Hallway,Blockage
-2061 61 152,bedrock,,,Left Hallway,Blockage
-2061 62 152,bedrock,,,Left Hallway,Blockage
-2061 60 153,bedrock,,,Left Hallway,Blockage
-2061 61 153,bedrock,,,Left Hallway,Blockage
-2061 62 153,bedrock,,,Left Hallway,Blockage
-2061 60 154,bedrock,,,Left Hallway,Blockage
-2061 61 154,bedrock,,,Left Hallway,Blockage
-2061 62 154,bedrock,,,Left Hallway,Blockage
-2061 60 155,bedrock,,,Left Hallway,Blockage
-2061 61 155,bedrock,,,Left Hallway,Blockage
-2061 62 155,bedrock,,,Left Hallway,Blockage
-2041 60 168,bedrock,,,North Hallway,Blockage
-2041 61 168,bedrock,,,North Hallway,Blockage
-2041 62 168,bedrock,,,North Hallway,Blockage
-2040 60 168,bedrock,,,North Hallway,Blockage
-2040 61 168,bedrock,,,North Hallway,Blockage
-2040 62 168,bedrock,,,North Hallway,Blockage
-2039 60 168,bedrock,,,North Hallway,Blockage
-2039 61 168,bedrock,,,North Hallway,Blockage
-2039 62 168,bedrock,,,North Hallway,Blockage
-2038 60 168,bedrock,,,North Hallway,Blockage
-2038 61 168,bedrock,,,North Hallway,Blockage
-2038 62 168,bedrock,,,North Hallway,Blockage
-2063 60 179,bedrock,,,Right Hallway,Blockage
-2063 61 179,bedrock,,,Right Hallway,Blockage
-2063 62 179,bedrock,,,Right Hallway,Blockage
-2063 60 180,bedrock,,,Right Hallway,Blockage
-2063 61 180,bedrock,,,Right Hallway,Blockage
-2063 62 180,bedrock,,,Right Hallway,Blockage
-2063 60 181,bedrock,,,Right Hallway,Blockage
-2063 61 181,bedrock,,,Right Hallway,Blockage
-2063 62 181,bedrock,,,Right Hallway,Blockage
-2063 60 182,bedrock,,,Right Hallway,Blockage
-2063 61 182,bedrock,,,Right Hallway,Blockage
-2063 62 182,bedrock,,,Right Hallway,Blockage
-2089 60 157,bedrock,,,The Computer Farm,Blockage
-2089 61 157,bedrock,,,The Computer Farm,Blockage
-2089 62 157,bedrock,,,The Computer Farm,Blockage
-2088 60 157,bedrock,,,The Computer Farm,Blockage
-2088 61 157,bedrock,,,The Computer Farm,Blockage
-2088 62 157,bedrock,,,The Computer Farm,Blockage
-2087 60 157,bedrock,,,The Computer Farm,Blockage
-2087 61 157,bedrock,,,The Computer Farm,Blockage
-2087 62 157,bedrock,,,The Computer Farm,Blockage
-2086 60 157,bedrock,,,The Computer Farm,Blockage
-2086 61 157,bedrock,,,The Computer Farm,Blockage
-2086 62 157,bedrock,,,The Computer Farm,Blockage
